Customer_ID,Age,Annual_Income,Credit_Score,Account_Type,Account_Balance,Bank_Branch,Signup_Date,Is_Active
763,24,51030.16,654.0,Checking,9480.21,Bandung,2019-08-06,No
764,66,67198.99,699.0,Checking,36648.73,Bandung,2017-10-16,Yes
765,44,61193.9,682.0,Business,15084.11,Jakarta,2018-09-10,No
766,21,56689.87,670.0,Savings,26009.62,Bandung,2016-08-05,Yes
767,29,45681.19,639.0,Business,15123.29,Jakarta,2023-11-07,No
768,49,63130.82,688.0,Business,38691.84,Surabaya,2015-02-06,Yes
769,69,70173.68,708.0,Savings,47118.06,Surabaya,2023-10-26,Yes
770,64,65248.48,694.0,Business,41115.6,Surabaya,2020-09-17,Yes
771,24,44766.73,636.0,Savings,11745.54,Bandung,2018-04-25,No
772,52,58211.44,674.0,Checking,12602.64,Bandung,2022-03-24,No
773,20,52968.97,659.0,Checking,20375.09,Jakarta,2020-01-28,No
774,37,59252.84,677.0,Savings,6186.03,Medan,2019-12-27,No
775,51,70953.01,710.0,Checking,8194.05,Jakarta,2016-02-07,No
776,66,84397.88,748.0,Checking,36457.72,Surabaya,2018-11-22,Yes
777,68,84471.49,748.0,Savings,34825.03,Jakarta,2017-05-29,Yes
778,30,65199.19,694.0,Checking,45427.48,Medan,2015-02-27,Yes
779,40,53541.95,661.0,Business,11838.4,Bandung,2018-08-07,No
780,45,70898.36,710.0,Business,18069.32,Jakarta,2015-11-24,No
781,44,57679.6,673.0,Savings,9697.35,Surabaya,2017-07-26,No
782,41,63067.02,688.0,Checking,41026.72,Surabaya,2015-12-04,Yes
783,46,70655.85,709.0,Business,40039.74,Bandung,2016-01-04,Yes
784,68,74444.52,720.0,Business,44175.63,Jakarta,2016-12-27,Yes
785,32,50302.54,652.0,Checking,32277.04,Medan,2024-12-28,Yes
786,52,89395.57,762.0,Checking,37093.8,Bandung,2015-01-08,Yes
787,53,71803.27,712.0,Business,26618.62,Jakarta,2021-05-20,Yes
788,60,90291.19,764.0,Business,26927.98,Makassar,2016-05-30,Yes
789,54,76179.46,725.0,Savings,34549.58,Surabaya,2024-03-14,Yes
790,20,42122.0,629.0,Savings,15693.27,Medan,2015-12-08,No
791,40,49023.78,648.0,Business,18184.85,Medan,2024-07-17,No
792,67,83281.12,744.0,Savings,55145.15,Medan,2021-02-07,Yes
793,25,50214.18,652.0,Business,34668.82,Surabaya,2015-01-05,Yes
794,47,79503.37,734.0,Business,45944.25,Jakarta,2023-12-08,Yes
795,36,52921.01,659.0,Savings,29321.14,Bandung,2020-03-19,Yes
796,24,51916.16,656.0,Savings,26390.79,Jakarta,2017-08-16,Yes
797,50,61428.2,683.0,Checking,12263.83,Bandung,2022-09-01,No
798,24,48643.84,647.0,Checking,6589.46,Medan,2024-04-05,No
799,57,69379.77,705.0,Checking,35691.44,Jakarta,2019-11-01,Yes
800,22,51054.82,654.0,Business,27430.31,Medan,2018-02-25,Yes
801,42,56739.19,670.0,Savings,7273.05,Makassar,2022-11-19,No
802,56,77739.45,729.0,Business,51061.69,Medan,2021-10-24,Yes
803,56,77903.96,729.0,Savings,12050.53,Medan,2023-11-18,No
804,29,62482.15,686.0,Business,16966.42,Bandung,2021-12-02,No
805,29,56481.72,669.0,Checking,28434.81,Makassar,2017-06-07,Yes
806,38,49729.32,650.0,Checking,10041.52,Medan,2024-04-23,No
807,36,45065.98,637.0,Checking,6005.02,Medan,2016-01-18,No
808,40,69813.62,707.0,Business,20852.48,Makassar,2017-09-04,No
809,33,56409.21,669.0,Savings,31565.63,Makassar,2020-03-13,Yes
810,28,51842.27,656.0,Savings,18051.85,Jakarta,2020-08-26,No
811,65,71454.97,711.0,Checking,35140.39,Bandung,2015-02-25,Yes
812,20,,,Checking,19761.68,Makassar,2022-10-20,No
813,64,79633.36,734.0,Checking,9024.94,Makassar,2018-08-12,No
814,32,67440.51,700.0,Checking,46744.63,Surabaya,2019-01-23,Yes
815,23,51099.35,654.0,Savings,6380.1,Makassar,2023-02-02,No
816,20,37171.81,615.0,Business,25302.17,Bandung,2018-10-16,Yes
817,68,79506.64,734.0,Business,34181.38,Medan,2015-06-22,Yes
818,59,58280.63,674.0,Business,39508.18,Medan,2016-10-06,Yes
819,51,81292.44,739.0,Business,13726.4,Medan,2024-07-21,No
820,53,74291.1,719.0,Checking,29288.9,Medan,2015-09-14,Yes
821,47,67889.87,701.0,Checking,13693.55,Surabaya,2018-07-19,No
822,50,71843.34,712.0,Checking,9381.66,Makassar,2020-01-11,No
823,27,40454.51,624.0,Business,19034.55,Medan,2019-12-06,No
824,58,58990.65,676.0,Checking,13253.43,Jakarta,2015-01-15,No
825,45,58003.1,673.0,Checking,26253.26,Medan,2020-01-04,Yes
826,53,61698.52,684.0,Savings,10329.48,Makassar,2018-11-01,No
827,22,54058.26,662.0,Savings,16173.79,Medan,2024-09-18,No
828,69,84328.89,747.0,Checking,47981.41,Surabaya,2016-08-03,Yes
829,31,53838.76,662.0,Savings,19502.06,Bandung,2018-07-16,No
830,20,52753.48,659.0,Savings,25144.8,Bandung,2019-03-12,Yes
831,63,77394.85,728.0,Checking,37805.43,Makassar,2018-11-27,Yes
832,24,49635.56,650.0,Checking,30091.71,Bandung,2021-08-27,Yes
833,49,75594.11,723.0,Checking,22296.76,Bandung,2017-02-25,No
834,49,62758.55,687.0,Checking,32156.06,Jakarta,2017-03-17,Yes
835,36,53598.56,661.0,Business,36284.59,Makassar,2022-04-15,Yes
836,67,82513.6,742.0,Business,44404.36,Makassar,2020-01-01,Yes
837,66,79346.2,733.0,Checking,31256.23,Bandung,2019-02-24,Yes
838,42,,,Savings,36254.78,Bandung,2016-09-09,Yes
839,34,48818.54,648.0,Checking,26548.0,Bandung,2016-11-15,Yes
840,56,89861.92,763.0,Checking,41998.36,Surabaya,2015-02-08,Yes
841,40,53767.04,662.0,Savings,5914.67,Medan,2015-11-30,No
842,33,62259.06,685.0,Business,13501.75,Surabaya,2020-07-25,No
843,21,48916.29,648.0,Checking,28678.69,Makassar,2023-11-30,Yes
844,30,47096.95,643.0,Checking,12414.3,Jakarta,2017-11-14,No
845,58,69200.53,705.0,Business,37294.75,Medan,2018-04-11,Yes
846,57,72052.35,713.0,Business,23292.52,Jakarta,2016-02-26,Yes
847,53,61320.5,683.0,Savings,25333.37,Makassar,2018-11-19,Yes
848,57,83479.64,745.0,Business,11752.6,Makassar,2015-05-16,No
849,69,76721.86,726.0,Business,16014.56,Jakarta,2024-03-03,No
850,53,70173.86,708.0,Business,47319.51,Jakarta,2021-09-22,Yes
851,37,58467.19,675.0,Savings,37073.04,Jakarta,2024-11-25,Yes
852,49,72467.0,714.0,Business,35607.75,Makassar,2023-10-28,Yes
853,34,52806.18,659.0,Business,19843.86,Bandung,2019-09-23,No
854,46,68937.08,704.0,Savings,34844.71,Jakarta,2020-03-11,Yes
855,53,80252.03,736.0,Business,37812.04,Medan,2016-11-26,Yes
856,57,61342.94,683.0,Business,27060.29,Makassar,2019-08-14,Yes
857,52,65643.47,695.0,Savings,8895.1,Surabaya,2024-01-10,No
858,43,45239.89,638.0,Checking,21700.74,Surabaya,2015-07-05,No
859,34,38527.11,619.0,Savings,21627.27,Medan,2023-08-18,No
860,49,,,Business,52091.1,Bandung,2018-05-29,Yes
861,61,80881.76,738.0,Business,8625.81,Jakarta,2023-12-28,No
862,36,57159.91,671.0,Business,30757.98,Makassar,2024-05-27,Yes
863,24,55837.49,667.0,Savings,24740.12,Jakarta,2021-09-14,Yes
864,48,66150.01,696.0,Business,23842.54,Makassar,2021-08-22,Yes
865,23,57517.83,672.0,Business,10154.32,Surabaya,2019-07-11,No
866,29,60127.53,679.0,Savings,20771.12,Jakarta,2023-05-08,No
867,36,57543.27,672.0,Checking,17989.54,Medan,2024-08-10,No
868,29,56302.93,669.0,Checking,15860.42,Bandung,2022-09-30,No
869,36,64240.83,691.0,Business,34595.47,Medan,2021-03-20,Yes
870,39,56378.26,669.0,Savings,29341.24,Bandung,2021-01-23,Yes
871,43,58114.74,674.0,Business,26349.92,Jakarta,2023-06-28,Yes
872,24,46665.2,642.0,Savings,30948.31,Jakarta,2020-05-29,Yes
873,53,81250.39,739.0,Savings,25180.52,Bandung,2023-01-13,Yes
874,25,50949.83,654.0,Checking,12547.98,Surabaya,2020-02-01,No
875,21,48425.84,647.0,Checking,23900.18,Makassar,2015-08-16,Yes
876,32,66242.23,697.0,Savings,14526.16,Medan,2018-11-02,No
877,62,74951.38,721.0,Business,21661.42,Medan,2019-06-11,No
878,62,76088.42,724.0,Checking,17862.63,Medan,2016-05-31,No
879,67,91610.38,768.0,Business,12962.15,Jakarta,2016-01-10,No
880,30,49370.01,649.0,Checking,29449.17,Medan,2020-05-08,Yes
881,66,86269.99,753.0,Checking,21802.53,Makassar,2015-11-07,No
882,42,67247.24,699.0,Business,25810.6,Makassar,2018-01-10,Yes
883,35,45284.3,638.0,Checking,5705.33,Bandung,2022-06-10,No
884,50,,,Checking,38878.25,Jakarta,2024-08-21,Yes
885,30,53133.66,660.0,Business,15851.72,Makassar,2022-03-05,No
886,35,59383.81,677.0,Checking,32473.56,Surabaya,2024-12-02,Yes
887,27,42242.21,629.0,Checking,14676.71,Jakarta,2021-12-23,No
888,23,45347.78,638.0,Checking,9861.03,Jakarta,2017-12-08,No
889,59,67930.13,701.0,Business,27709.04,Makassar,2021-09-18,Yes
890,23,46040.54,640.0,Savings,8209.15,Surabaya,2022-01-06,No
891,44,68627.69,703.0,Business,25002.68,Bandung,2018-09-18,Yes
892,22,46977.53,642.0,Savings,13641.49,Makassar,2015-03-06,No
893,51,84705.44,748.0,Checking,54819.31,Surabaya,2022-01-10,Yes
894,22,31676.07,600.0,Savings,4325.6,Jakarta,2015-03-21,No
895,46,71782.19,712.0,Business,37069.07,Surabaya,2021-04-22,Yes
896,48,76192.67,725.0,Business,15973.85,Jakarta,2016-08-20,No
897,51,72856.76,715.0,Checking,21232.43,Makassar,2020-08-26,No
898,69,82363.11,742.0,Savings,28770.13,Makassar,2020-01-14,Yes
899,38,54731.47,664.0,Checking,35291.35,Medan,2015-02-19,Yes
900,40,,,Checking,16269.09,Medan,2018-08-17,No
901,24,42031.98,629.0,Business,6505.93,Medan,2021-01-02,No
902,37,,,Savings,14128.65,Makassar,2023-06-25,No
903,47,,,Savings,8908.76,Bandung,2023-11-18,No
904,61,76924.69,727.0,Savings,13627.82,Makassar,2019-11-02,No
905,41,54605.98,664.0,Savings,24262.0,Surabaya,2022-04-12,Yes
906,40,65875.52,696.0,Checking,8994.72,Makassar,2018-03-01,No
907,25,54540.18,664.0,Checking,6466.2,Makassar,2018-06-02,No
908,20,38528.15,619.0,Business,20367.85,Jakarta,2016-12-10,No
909,24,48702.21,647.0,Checking,15438.03,Jakarta,2020-08-13,No
910,60,67392.05,700.0,Checking,11808.79,Jakarta,2018-02-22,No
911,31,58837.64,676.0,Business,14836.95,Makassar,2015-11-04,No
912,45,76947.69,727.0,Business,37339.01,Bandung,2021-11-05,Yes
913,65,85645.91,751.0,Business,22723.74,Surabaya,2022-01-27,No
914,53,84142.23,747.0,Checking,33380.29,Surabaya,2018-08-06,Yes
915,68,60790.47,681.0,Checking,10517.8,Bandung,2015-10-08,No
916,33,61365.47,683.0,Business,27789.73,Bandung,2019-04-05,Yes
917,45,73715.9,718.0,Business,21351.56,Surabaya,2019-06-03,No
918,64,58670.66,675.0,Business,27937.86,Medan,2021-09-06,Yes
919,46,69422.98,706.0,Checking,40615.01,Jakarta,2018-02-25,Yes
920,28,44229.59,635.0,Checking,20654.68,Jakarta,2021-10-27,No
921,45,69365.08,705.0,Savings,19245.24,Surabaya,2023-09-16,No
922,66,69589.46,706.0,Checking,87004.79628458768,Bandung,2017-05-16,No
923,41,59113.9,677.0,Checking,17524.47,Medan,2024-10-13,No
924,66,96947.2,783.0,Checking,19270.42,Surabaya,2018-11-11,No
925,49,,,Business,12989.51,Jakarta,2017-09-02,No
926,62,79929.98,735.0,Checking,45912.95,Makassar,2019-03-19,Yes
927,67,72682.45,715.0,Business,24046.23,Bandung,2015-12-11,Yes
928,36,65861.25,696.0,Savings,23815.24,Makassar,2016-04-03,Yes
929,45,66380.56,697.0,Savings,30298.06,Surabaya,2019-02-21,Yes
930,55,72771.22,715.0,Business,33023.0,Jakarta,2022-08-14,Yes
931,20,50900.05,654.0,Business,7147.7,Medan,2023-12-31,No
932,27,62914.58,687.0,Business,37681.08,Makassar,2021-08-23,Yes
933,68,83256.01,744.0,Checking,17183.7,Medan,2016-01-20,No
934,54,73606.96,717.0,Savings,39294.56,Jakarta,2021-09-18,Yes
935,34,62466.36,686.0,Business,35206.2,Makassar,2021-05-08,Yes
936,66,83745.81,746.0,Checking,44296.48,Medan,2023-01-20,Yes
937,41,58961.6,676.0,Savings,26378.63,Medan,2023-04-01,Yes
938,33,51443.87,655.0,Checking,5595.31,Makassar,2023-09-04,No
939,45,,,Savings,17466.37,Jakarta,2019-02-20,No
940,47,61815.66,684.0,Checking,28614.69,Medan,2021-12-22,Yes
941,42,63402.93,689.0,Savings,21079.62,Surabaya,2017-09-06,No
942,33,49723.44,650.0,Savings,30733.46,Makassar,2024-12-26,Yes
943,43,63053.92,688.0,Checking,17988.11,Bandung,2016-10-01,No
944,21,39624.97,622.0,Business,10941.28,Bandung,2015-02-06,No
945,64,78838.37,732.0,Savings,20466.33,Jakarta,2016-06-27,No
946,45,69810.19,707.0,Business,20919.92,Surabaya,2022-10-02,No
947,33,57390.09,672.0,Checking,24932.72,Medan,2019-06-19,Yes
948,26,,,Business,26950.6,Bandung,2019-06-22,Yes
949,22,50907.56,654.0,Business,25328.59,Jakarta,2024-07-17,Yes
950,66,60290.63,680.0,Business,35247.75,Surabaya,2024-03-10,Yes
951,42,65368.68,694.0,Business,41283.49,Surabaya,2018-02-09,Yes
952,65,92739.66,771.0,Business,54683.7,Jakarta,2017-02-02,Yes
953,62,72961.92,715.0,Savings,8125.57,Jakarta,2023-06-24,No
954,66,84192.29,747.0,Savings,45594.4,Medan,2024-01-20,Yes
955,64,81484.32,739.0,Savings,18337.21,Jakarta,2020-05-30,No
956,37,60918.59,682.0,Checking,10950.53,Medan,2021-04-16,No
957,57,58017.43,674.0,Business,28027.83,Medan,2017-07-26,Yes
958,54,67882.01,701.0,Savings,19811.09,Makassar,2023-01-01,No
959,34,64052.26,690.0,Checking,8600.32,Surabaya,2021-04-26,No
960,44,59632.98,678.0,Savings,10887.66,Surabaya,2020-01-12,No
961,56,66839.94,698.0,Savings,6721.27,Surabaya,2015-08-08,No
962,47,71392.28,711.0,Business,45829.14,Makassar,2024-02-26,Yes
963,29,56857.31,670.0,Checking,6525.56,Medan,2021-02-24,No
964,58,63698.03,689.0,Business,14374.95,Medan,2016-12-04,No
965,36,62241.8,685.0,Business,21769.55,Jakarta,2021-01-22,No
966,58,84696.69,748.0,Savings,26589.92,Makassar,2021-10-08,Yes
967,41,58044.32,674.0,Business,37556.73,Jakarta,2020-04-03,Yes
968,45,46014.38,640.0,Checking,5713.76,Makassar,2022-03-06,No
969,63,67802.33,701.0,Business,27617.84,Jakarta,2020-10-23,Yes
970,44,62040.0,685.0,Business,31534.17,Bandung,2024-06-21,Yes
971,36,65451.68,694.0,Business,43133.88,Surabaya,2015-07-15,Yes
972,32,48427.08,647.0,Savings,22868.37,Surabaya,2016-01-23,No
973,39,57095.98,671.0,Checking,33244.31,Medan,2016-09-25,Yes
974,44,,,Savings,9680.05,Bandung,2021-11-24,No
975,23,,,Savings,17601.4,Surabaya,2021-06-14,No
976,29,56165.64,668.0,Savings,18218.35,Medan,2023-12-01,No
977,22,46732.95,642.0,Savings,29524.61,Bandung,2022-04-29,Yes
978,60,66014.02,696.0,Savings,12596.97,Surabaya,2020-01-30,No
979,64,80070.24,735.0,Checking,15303.96,Jakarta,2024-11-29,No
980,37,60368.81,680.0,Business,17937.68,Makassar,2017-08-29,No
981,66,96048.58,780.0,Savings,12743.69,Bandung,2023-04-30,No
982,55,67547.56,700.0,Savings,14149.51,Medan,2019-04-07,No
983,66,69666.79,706.0,Checking,47312.51,Bandung,2021-06-25,Yes
984,41,51281.22,655.0,Checking,18302.8,Medan,2022-04-08,No
985,53,63459.66,689.0,Business,30410.6,Bandung,2021-05-02,Yes
986,66,93925.82,774.0,Checking,50312.94,Medan,2016-05-27,Yes
987,27,,,Business,13368.94,Surabaya,2019-06-05,No
988,59,57698.01,673.0,Savings,10866.63,Jakarta,2020-08-11,No
989,68,90069.65,764.0,Savings,20170.97,Surabaya,2023-06-27,No
990,63,83964.41,746.0,Business,24178.38,Jakarta,2019-06-08,Yes
991,38,49153.98,649.0,Checking,23674.57,Surabaya,2024-03-07,Yes
992,61,73628.26,717.0,Business,24957.65,Surabaya,2019-05-27,Yes
993,60,76105.4,724.0,Checking,7921.72,Bandung,2020-06-26,No
994,56,74140.34,719.0,Savings,30697.39,Makassar,2022-12-16,Yes
995,25,42658.51,630.0,Checking,27852.09,Medan,2020-10-29,Yes
996,45,55220.34,666.0,Business,32427.95,Medan,2024-08-05,Yes
997,53,78246.9,730.0,Business,46566.83,Medan,2021-08-07,Yes
998,64,78415.39,731.0,Savings,45248.41,Jakarta,2020-03-22,Yes
999,25,45393.71,638.0,Checking,13356.58,Medan,2015-03-28,No
1000,56,73421.71,717.0,Checking,41051.28,Medan,2019-02-19,Yes
1,58,76081.6,724.0,Savings,48837.88,Jakarta,2016-08-09,Yes
2,48,65607.99,695.0,Business,30331.27,Surabaya,2016-09-23,Yes
